Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Sentences in Document,795,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_4-REVENUE_AND_FINANCE-Chapter_4.90-CONSOLIDATED_FIRE_PROTECTION_DISTRICT—ANNEXATION_NO._1982-1A_SERVICE_BENEFIT_ASSESSMENT.txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Sentences in Document,796,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_4-REVENUE_AND_FINANCE-Chapter_4.91-CONSOLIDATED_FIRE_PROTECTION_DISTRICT—ANNEXATION_NO._1986-24_SERVICE_BENEFIT_ASSESSMENT.txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Sentences in Document,797,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_4-REVENUE_AND_FINANCE-Chapter_4.92-CONSOLIDATED_FIRE_PROTECTION_DISTRICT—BENEFIT_ASSESSMENTS.txt"")",178,178.0,178,178.0,,178,178,,,178.0,178.0,178.0
Number of Sentences in Document,798,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_1-AUTHORITY_AND_PURPOSE.txt"")",9,9.0,9,9.0,,9,9,,,9.0,9.0,9.0
Number of Sentences in Document,799,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_10-ELIGIBLE_LISTS.txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Sentences in Document,800,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_11-CERTIFICATION_AND_APPOINTMENT.txt"")",50,50.0,50,50.0,,50,50,,,50.0,50.0,50.0
Number of Sentences in Document,801,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_12-PROBATION.txt"")",29,29.0,29,29.0,,29,29,,,29.0,29.0,29.0
Number of Sentences in Document,802,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_13-TEMPORARY_AND_EMERGENCY,_EXCEPTIONAL_APPOINTMENTS.txt"")",36,36.0,36,36.0,,36,36,,,36.0,36.0,36.0
Number of Sentences in Document,803,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_14-RECURRENT_SERVICE.txt"")",34,34.0,34,34.0,,34,34,,,34.0,34.0,34.0
Number of Sentences in Document,804,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_15-ASSIGNMENT,_INTERDEPARTMENTAL_TRANSFER,_AND_CHANGE_OF_CLASSIFICATION.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,805,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_16-LEAVES_OF_ABSENCE.txt"")",23,23.0,23,23.0,,23,23,,,23.0,23.0,23.0
Number of Sentences in Document,806,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_17-REINSTATEMENT_AND_RESTORATION.txt"")",30,30.0,30,30.0,,30,30,,,30.0,30.0,30.0
Number of Sentences in Document,807,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_18-SUSPENSION,_DISCHARGE,_REDUCTION_AND_RESIGNATION.txt"")",69,69.0,69,69.0,,69,69,,,69.0,69.0,69.0
Number of Sentences in Document,808,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_19-LAYOFFS_AND_REEMPLOYMENT_LISTS.txt"")",86,86.0,86,86.0,,86,86,,,86.0,86.0,86.0
Number of Sentences in Document,809,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_2-DEFINITIONS.txt"")",189,189.0,189,189.0,,189,189,,,189.0,189.0,189.0
Number of Sentences in Document,810,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_20-PERFORMANCE_EVALUATION.txt"")",103,103.0,103,103.0,,103,103,,,103.0,103.0,103.0
Number of Sentences in Document,811,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_21-EMPLOYEE_DEVELOPMENT.txt"")",23,23.0,23,23.0,,23,23,,,23.0,23.0,23.0
Number of Sentences in Document,812,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_22-CERTIFYING_SALARY_ACCOUNTS.txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,813,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_23-REPORTS_REQUIRED.txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Sentences in Document,814,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_24-SERVICE_FOR_CITIES_AND_DISTRICTS.txt"")",16,16.0,16,16.0,,16,16,,,16.0,16.0,16.0
Number of Sentences in Document,815,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_25-MERIT_SYSTEM_STANDARDS.txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,816,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_26-GENERAL.txt"")",14,14.0,14,14.0,,14,14,,,14.0,14.0,14.0
Number of Sentences in Document,817,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_3-ADMINISTRATION.txt"")",34,34.0,34,34.0,,34,34,,,34.0,34.0,34.0
Number of Sentences in Document,818,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_4-HEARINGS.txt"")",134,134.0,134,134.0,,134,134,,,134.0,134.0,134.0
Number of Sentences in Document,819,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_5-CLASSIFICATION.txt"")",46,46.0,46,46.0,,46,46,,,46.0,46.0,46.0
Number of Sentences in Document,820,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_6-APPLICATIONS_AND_APPLICANTS.txt"")",66,66.0,66,66.0,,66,66,,,66.0,66.0,66.0
Number of Sentences in Document,821,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_7-COMPETITIVE_EXAMINATIONS.txt"")",145,145.0,145,145.0,,145,145,,,145.0,145.0,145.0
Number of Sentences in Document,822,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_8-NONCOMPETITIVE_EXAMINATIONS_AND_LABOR_APPOINTMENTS.txt"")",31,31.0,31,31.0,,31,31,,,31.0,31.0,31.0
Number of Sentences in Document,823,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Appendix_1-CIVIL_SERVICE_RULES*-Rule_9-MEDICAL_STANDARDS_FOR_EMPLOYMENT.txt"")",64,64.0,64,64.0,,64,64,,,64.0,64.0,64.0
Number of Sentences in Document,824,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.02-GENERAL_REGULATIONS.txt"")",36,36.0,36,36.0,,36,36,,,36.0,36.0,36.0
Number of Sentences in Document,825,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.04-EMPLOYEE_RELATIONS.txt"")",305,305.0,305,305.0,,305,305,,,305.0,305.0,305.0
Number of Sentences in Document,826,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.08-EQUAL_EMPLOYMENT_OPPORTUNITY_PROGRAM.txt"")",32,32.0,32,32.0,,32,32,,,32.0,32.0,32.0
Number of Sentences in Document,827,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.09-POLICY_OF_EQUITY.txt"")",37,37.0,37,37.0,,37,37,,,37.0,37.0,37.0
Number of Sentences in Document,828,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.10-POLICY_ON_DIVERSITY.txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Sentences in Document,829,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.12-TENURE,_RESIGNATIONS_AND_VACANCIES.txt"")",115,115.0,115,115.0,,115,115,,,115.0,115.0,115.0
Number of Sentences in Document,830,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.16-ABSENCES,_LEAVES_AND_VACATIONS.txt"")",20,20.0,20,20.0,,20,20,,,20.0,20.0,20.0
Number of Sentences in Document,831,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.18-COUNTY_OF_LOS_ANGELES_TERMINATION_PAY_PICK_UP_PLAN.txt"")",445,445.0,445,445.0,,445,445,,,445.0,445.0,445.0
Number of Sentences in Document,832,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.19-COUNTY_OF_LOS_ANGELES_PENSION_SAVINGS_PLAN.txt"")",435,435.0,435,435.0,,435,435,,,435.0,435.0,435.0
Number of Sentences in Document,833,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.20-RETIREMENT*.txt"")",354,354.0,354,354.0,,354,354,,,354.0,354.0,354.0
Number of Sentences in Document,834,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.21-EMPLOYEE_CONTRIBUTIONS_TO_PENSION_PLANS.txt"")",33,33.0,33,33.0,,33,33,,,33.0,33.0,33.0
Number of Sentences in Document,835,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.23-THE_COUNTY_OF_LOS_ANGELES_DEFERRED_EARNINGS_PLAN.txt"")",482,482.0,482,482.0,,482,482,,,482.0,482.0,482.0
Number of Sentences in Document,836,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.24-COUNTY_OF_LOS_ANGELES_DEFERRED_COMPENSATION_PLAN.txt"")",162,162.0,162,162.0,,162,162,,,162.0,162.0,162.0
Number of Sentences in Document,837,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.25-COUNTY_OF_LOS_ANGELES_DEFERRED_COMPENSATION_AND_THRIFT_PLAN.txt"")",800,800.0,800,800.0,,800,800,,,800.0,800.0,800.0
Number of Sentences in Document,838,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.26-THE_COUNTY_OF_LOS_ANGELES_SAVINGS_PLAN.txt"")",1039,1039.0,1039,1039.0,,1039,1039,,,1039.0,1039.0,1039.0
Number of Sentences in Document,839,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.27-COUNTY_OF_LOS_ANGELES_FLEXIBLE_BENEFIT_PLAN.txt"")",842,842.0,842,842.0,,842,842,,,842.0,842.0,842.0
Number of Sentences in Document,840,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.28-COUNTY_OF_LOS_ANGELES_NONPENSIONABLE_FLEXIBLE_BENEFIT_PLAN.txt"")",772,772.0,772,772.0,,772,772,,,772.0,772.0,772.0
Number of Sentences in Document,841,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.29-THE_COUNTY_OF_LOS_ANGELES_NON-REPRESENTED_EMPLOYEES'_DEPENDENT_CARE_REIMBURSEMENT_PLAN.txt"")",296,296.0,296,296.0,,296,296,,,296.0,296.0,296.0
Number of Sentences in Document,842,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.30-COUNTY_OF_LOS_ANGELES_HEALTH_CARE_REIMBURSEMENT_PLAN.txt"")",195,195.0,195,195.0,,195,195,,,195.0,195.0,195.0
Number of Sentences in Document,843,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.31-HEALTH,_SAFETY_PROGRAM_AND_WORKERS'_COMPENSATION.txt"")",95,95.0,95,95.0,,95,95,,,95.0,95.0,95.0
Number of Sentences in Document,844,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.32-LIABILITY_INSURANCE.txt"")",67,67.0,67,67.0,,67,67,,,67.0,67.0,67.0
Number of Sentences in Document,845,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.33-THE_CHOICES_PLAN.txt"")",189,189.0,189,189.0,,189,189,,,189.0,189.0,189.0
Number of Sentences in Document,846,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.34-CHOICES_DEPENDENT_CARE_REIMBURSEMENT_PLAN.txt"")",297,297.0,297,297.0,,297,297,,,297.0,297.0,297.0
Number of Sentences in Document,847,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.35-CHOICES_HEALTH_CARE_SPENDING_ACCOUNT_PLAN.txt"")",158,158.0,158,158.0,,158,158,,,158.0,158.0,158.0
Number of Sentences in Document,848,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.36-GROUP_INSURANCE.txt"")",175,175.0,175,175.0,,175,175,,,175.0,175.0,175.0
Number of Sentences in Document,849,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.37-THE_LOCAL_721_CAFETERIA_PLAN.txt"")",328,328.0,328,328.0,,328,328,,,328.0,328.0,328.0
Number of Sentences in Document,850,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.38-LONG-TERM_DISABILITY_AND_SURVIVOR_BENEFIT_PLAN.txt"")",225,225.0,225,225.0,,225,225,,,225.0,225.0,225.0
Number of Sentences in Document,851,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.39-SPECIAL_DEATH_AND_DISABILITY_BENEFITS.txt"")",53,53.0,53,53.0,,53,53,,,53.0,53.0,53.0
Number of Sentences in Document,852,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.40-TRAVEL_AND_OTHER_EXPENSES.txt"")",532,532.0,532,532.0,,532,532,,,532.0,532.0,532.0
Number of Sentences in Document,853,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.41-OPTIONS_DEPENDENT_CARE_REIMBURSEMENT_PLAN.txt"")",297,297.0,297,297.0,,297,297,,,297.0,297.0,297.0
Number of Sentences in Document,854,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.42-CIVIC_CENTER_PARKING_PLAN.txt"")",71,71.0,71,71.0,,71,71,,,71.0,71.0,71.0
Number of Sentences in Document,855,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.43-TOBACCO_USERS_FEE.txt"")",16,16.0,16,16.0,,16,16,,,16.0,16.0,16.0
Number of Sentences in Document,856,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.44-ADDITIONAL_EMPLOYMENT_AND_COMPENSATION.txt"")",132,132.0,132,132.0,,132,132,,,132.0,132.0,132.0
Number of Sentences in Document,857,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.48-DEPUTY_SHERIFF_EDUCATIONAL_ADVANCEMENT_PROGRAM.txt"")",103,103.0,103,103.0,,103,103,,,103.0,103.0,103.0
Number of Sentences in Document,858,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.50-PUBLIC_SAFETY_DISPATCHER_PROGRAM.txt"")",20,20.0,20,20.0,,20,20,,,20.0,20.0,20.0
Number of Sentences in Document,859,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.51-ASSESSOR_APPRAISER_TRAINEE_COST_REIMBURSEMENT_PROGRAM.txt"")",52,52.0,52,52.0,,52,52,,,52.0,52.0,52.0
Number of Sentences in Document,860,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.52-TUITION_REIMBURSEMENT_PROGRAM.txt"")",119,119.0,119,119.0,,119,119,,,119.0,119.0,119.0
Number of Sentences in Document,861,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.56-INCIDENTAL_ALLOWANCES_AND_SERVICE_AWARDS.txt"")",66,66.0,66,66.0,,66,66,,,66.0,66.0,66.0
Number of Sentences in Document,862,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.60-SUGGESTION_AWARDS.txt"")",199,199.0,199,199.0,,199,199,,,199.0,199.0,199.0
Number of Sentences in Document,863,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.62-PARTNERSHIPS_IN_EXCELLENCE_PROGRAM.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,864,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.64-BADGES.txt"")",259,259.0,259,259.0,,259,259,,,259.0,259.0,259.0
Number of Sentences in Document,865,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.68-MEDALS_FOR_BRAVERY.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,866,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.72-CLOTHING.txt"")",168,168.0,168,168.0,,168,168,,,168.0,168.0,168.0
Number of Sentences in Document,867,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.75-RELOCATION_INCENTIVES.txt"")",17,17.0,17,17.0,,17,17,,,17.0,17.0,17.0
Number of Sentences in Document,868,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.76-MEALS,_BED_AND_LAUNDRY.txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Sentences in Document,869,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.80-DAMAGE_TO_EMPLOYEES'_PROPERTY.txt"")",106,106.0,106,106.0,,106,106,,,106.0,106.0,106.0
Number of Sentences in Document,870,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.84-HAND_TOOLS—REPAIR_OR_REPLACEMENT.txt"")",42,42.0,42,42.0,,42,42,,,42.0,42.0,42.0
Number of Sentences in Document,871,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.85-DAMAGE_TO_PERSONAL_VEHICLES.txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Sentences in Document,872,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.90-VEHICLE_TRIP_REDUCTION—RIDESHARING.txt"")",95,95.0,95,95.0,,95,95,,,95.0,95.0,95.0
Number of Sentences in Document,873,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.91-COMMUTER_BENEFIT_PLAN.txt"")",78,78.0,78,78.0,,78,78,,,78.0,78.0,78.0
Number of Sentences in Document,874,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.95-REPLACEMENT_BENEFITS_PLAN.txt"")",283,283.0,283,283.0,,283,283,,,283.0,283.0,283.0
Number of Sentences in Document,875,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_2-LIST_OF_STANDARD_TITLE_ABBREVIATIONS.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,876,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_3-TABLE_OF_ORDINANCE_6222_SECTIONS_AND_AMENDING_ORDINANCES.txt"")",1228,1228.0,1228,1228.0,,1228,1228,,,1228.0,1228.0,1228.0
Number of Sentences in Document,877,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_4-ORDINANCE_6222_CROSS_REFERENCE_TABLE.txt"")",144,144.0,144,144.0,,144,144,,,144.0,144.0,144.0
Number of Sentences in Document,878,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_5-FLOOD_CONTROL_DISTRICT*.txt"")",202,202.0,202,202.0,,202,202,,,202.0,202.0,202.0
Number of Sentences in Document,879,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_6-COUNTY_FIRE_PROTECTION_DISTRICTS*.txt"")",78,78.0,78,78.0,,78,78,,,78.0,78.0,78.0
Number of Sentences in Document,880,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.02-INTRODUCTORY_PROVISIONS.txt"")",42,42.0,42,42.0,,42,42,,,42.0,42.0,42.0
Number of Sentences in Document,881,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.04-DEFINITIONS.txt"")",92,92.0,92,92.0,,92,92,,,92.0,92.0,92.0
Number of Sentences in Document,882,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.06-AUTHORITY_TO_FILL_POSITIONS.txt"")",20,20.0,20,20.0,,20,20,,,20.0,20.0,20.0
Number of Sentences in Document,883,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.08-STEP_PAY_PLAN.txt"")",1248,1248.0,1248,1248.0,,1248,1248,,,1248.0,1248.0,1248.0
