Number of documents in corpus,Document ID,Document,Number of Sentences in Document,Number of Words in Document,Number of Syllables in Document,Word1,Frequency1,Word2,Frequency2,Word3,Frequency3,Word4,Frequency4,Word5,Frequency5,Word6,Frequency6,Word7,Frequency7,Word8,Frequency8,Word9,Frequency9,Word10,Frequency10,Word11,Frequency11,Word12,Frequency12,Word13,Frequency13,Word14,Frequency14,Word15,Frequency15,Word16,Frequency16,Word17,Frequency17,Word18,Frequency18,Word19,Frequency19,Word20,Frequency20
987,847,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.35-CHOICES_HEALTH_CARE_SPENDING_ACCOUNT_PLAN.txt"")",158,4021,6721,the,303,",",195,.,149,of,146,to,113,Plan,108,and,101,or,93,),92,(,91,in,85,Health,72,"""",68,Information,54,for,53,a,49,that,47,County,46,any,46,;,43
987,848,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.36-GROUP_INSURANCE.txt"")",175,2736,4421,",",159,the,128,.,105,of,100,in,68,to,58,Ord.,49,§,49,for,48,-,47,shall,45,employee,44,or,43,),40,a,39,(,39,County,38,be,34,this,33,and,30
987,849,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.37-THE_LOCAL_721_CAFETERIA_PLAN.txt"")",328,9135,15330,the,637,",",435,to,312,of,310,.,289,or,231,in,221,and,215,Plan,203,),156,(,152,a,141,"""",120,County,119,shall,105,for,105,Participant,100,be,98,as,91,by,90
987,850,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.38-LONG-TERM_DISABILITY_AND_SURVIVOR_BENEFIT_PLAN.txt"")",225,5854,10061,the,413,",",297,of,257,.,188,or,168,to,127,for,105,a,101,and,95,in,83,disability,81,employee,77,be,72,shall,70,benefits,70,;,58,),58,is,57,by,57,Plan,55
987,851,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.39-SPECIAL_DEATH_AND_DISABILITY_BENEFITS.txt"")",53,943,1570,",",67,of,50,the,46,or,37,.,31,to,28,and,23,benefits,20,"""",18,this,17,employee,15,any,14,in,14,-,13,:,10,Section,10,;,10,shall,9,as,9,other,9
987,852,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.40-TRAVEL_AND_OTHER_EXPENSES.txt"")",532,8877,14271,",",612,the,532,of,387,.,324,to,225,Ord.,218,§,214,and,212,in,175,or,154,shall,146,be,143,for,141,:,137,),122,a,118,(,117,1,106,-,103,county,103
987,853,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.41-OPTIONS_DEPENDENT_CARE_REIMBURSEMENT_PLAN.txt"")",297,7016,12181,the,522,.,329,",",320,Plan,268,of,265,or,175,to,162,and,151,a,145,Employee,137,in,119,for,105,Covered,94,any,83,),77,as,73,(,71,Administrator,70,Employer,68,Dependent,63
987,854,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.42-CIVIC_CENTER_PARKING_PLAN.txt"")",71,1584,2536,the,93,",",84,.,57,to,50,and,48,of,45,"""",42,),35,(,34,in,32,or,32,a,25,is,23,1,23,Parking,22,County,21,shall,21,by,20,any,20,who,20
987,855,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.43-TOBACCO_USERS_FEE.txt"")",16,221,363,the,16,.,10,of,8,",",7,shall,7,a,7,"""",6,Participant,6,-,4,in,4,Plan,4,be,4,(,4,),4,fee,4,on,4,:,3,following,3,means,3,any,3
987,856,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.44-ADDITIONAL_EMPLOYMENT_AND_COMPENSATION.txt"")",132,3156,5179,",",238,the,164,of,143,or,139,.,94,county,79,and,73,to,67,for,67,any,53,Ord.,51,§,51,in,50,a,47,such,45,:,38,-,36,by,35,1,31,as,31
987,857,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.48-DEPUTY_SHERIFF_EDUCATIONAL_ADVANCEMENT_PROGRAM.txt"")",103,1417,2304,the,90,.,84,",",63,of,57,(,38,Ord.,38,§,38,),38,for,33,and,28,to,26,:,25,-,24,in,22,shall,21,1,20,part,20,sheriff,19,1970,19,4099,19
987,858,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.50-PUBLIC_SAFETY_DISPATCHER_PROGRAM.txt"")",20,246,376,",",18,the,16,to,14,(,13,),13,.,10,Ord.,9,§,9,1,9,part,9,and,8,:,7,of,7,1989,6,'s,6,Penal,5,Code,5,by,5,Commission,5,-,4
987,859,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.51-ASSESSOR_APPRAISER_TRAINEE_COST_REIMBURSEMENT_PROGRAM.txt"")",52,878,1446,the,62,.,53,",",50,of,43,to,41,(,36,),36,in,20,and,20,-,17,Appraiser,17,§,17,Ord.,16,97-0027,16,1,16,part,16,1997,16,a,16,be,13,reimbursement,13
987,860,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.52-TUITION_REIMBURSEMENT_PROGRAM.txt"")",119,1526,2458,",",95,the,87,.,82,of,58,Ord.,57,§,57,(,46,),46,:,44,part,32,and,30,to,27,for,27,-,23,department,23,be,21,training,20,in,19,or,18,by,17
987,861,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.56-INCIDENTAL_ALLOWANCES_AND_SERVICE_AWARDS.txt"")",66,1081,1661,",",80,.,52,of,48,the,46,Ord.,35,§,35,-,30,and,27,:,24,or,24,to,24,be,23,service,23,shall,22,by,18,(,18,),18,county,18,in,17,3,15
987,862,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.60-SUGGESTION_AWARDS.txt"")",199,3185,5320,the,208,of,169,.,155,",",150,to,91,or,71,suggestion,63,a,62,in,61,and,55,county,46,(,44,),44,for,44,shall,40,;,38,be,34,Ord.,34,§,34,by,34
987,863,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.62-PARTNERSHIPS_IN_EXCELLENCE_PROGRAM.txt"")",18,221,416,.,20,",",14,(,10,),10,-,9,to,9,the,9,and,8,of,7,in,6,program,6,be,6,excellence,5,Ord.,5,92-0041,5,§,5,1,5,part,5,1992,5,partnerships,4
987,864,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.64-BADGES.txt"")",259,5058,7931,the,342,",",285,of,266,.,246,or,136,and,125,to,118,badge,117,shall,104,be,78,a,78,"""",76,in,74,-,71,badges,70,Ord.,60,§,60,by,60,such,55,The,52
987,865,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.68-MEDALS_FOR_BRAVERY.txt"")",18,209,290,",",15,.,14,the,14,of,11,Ord.,8,§,8,:,6,a,6,(,6,),6,-,5,person,5,or,5,medallion,5,shall,4,part,4,2,4,awarded,3,is,3,9025,3
987,866,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.72-CLOTHING.txt"")",168,2002,3027,",",185,.,79,Ord.,77,§,77,(,73,),73,1,57,of,52,:,50,the,50,to,49,-,42,be,39,and,39,in,37,shall,36,or,32,Item,32,No.,31,3,28
987,867,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.75-RELOCATION_INCENTIVES.txt"")",17,601,971,the,60,of,36,",",33,to,23,.,17,and,17,by,15,a,13,employee,13,this,11,shall,11,in,10,section,10,residence,10,be,10,price,10,fees,10,county,9,or,9,purchase,6
987,868,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.76-MEALS,_BED_AND_LAUNDRY.txt"")",65,1059,1656,",",87,of,42,the,41,Ord.,35,§,35,or,34,to,32,.,28,:,24,such,23,-,22,in,22,(,22,),22,;,18,3,18,and,18,for,17,meals,16,any,13
987,869,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.80-DAMAGE_TO_EMPLOYEES'_PROPERTY.txt"")",106,1912,2853,the,163,",",132,of,94,or,74,.,73,to,55,claim,35,and,33,Ord.,32,§,32,shall,30,-,27,(,27,),27,county,26,department,26,head,26,:,24,in,24,this,24
987,870,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.84-HAND_TOOLS—REPAIR_OR_REPLACEMENT.txt"")",42,593,868,",",42,the,31,.,24,of,21,Ord.,20,§,20,to,19,(,15,),15,:,14,or,14,tools,13,hand,11,in,11,1,11,and,10,employee,10,be,10,-,8,replacement,7
987,871,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.85-DAMAGE_TO_PERSONAL_VEHICLES.txt"")",75,1271,2098,the,106,.,65,",",64,of,55,to,51,or,38,(,28,),28,this,23,-,20,Eligible,20,Employee,20,is,20,chapter,18,vehicle,17,shall,16,by,16,/,16,Ord.,15,§,15
987,872,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.90-VEHICLE_TRIP_REDUCTION—RIDESHARING.txt"")",95,1538,2513,the,94,.,93,",",87,of,58,to,37,"""",31,in,29,and,28,;,25,a,22,or,21,(,21,),21,by,20,department,16,The,16,-,15,for,15,1,15,AVR,15
987,873,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.91-COMMUTER_BENEFIT_PLAN.txt"")",78,2452,4144,the,158,",",108,to,81,of,80,.,76,Commuter,69,or,67,Plan,63,and,62,(,47,),47,-,44,a,44,"""",40,be,38,in,35,any,33,for,30,that,28,Participant,28
987,874,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_5-PERSONNEL-Chapter_5.95-REPLACEMENT_BENEFITS_PLAN.txt"")",283,6575,10735,the,433,",",352,Plan,278,of,235,.,228,and,180,to,174,or,166,),131,(,127,in,122,this,117,shall,104,-,92,any,92,by,89,be,89,a,86,benefits,86,2010,79
987,875,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_2-LIST_OF_STANDARD_TITLE_ABBREVIATIONS.txt"")",2,413,861,—,165,&,10,Ct,4,Court,4,Public,4,-,3,Services,3,Comm,3,Commission,3,Coll,3,Collector,3,of,3,Social,3,Administrator,2,Administrative,2,Chief,2,Office,2,C,2,Veterinary,2,Cent,2
987,876,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_3-TABLE_OF_ORDINANCE_6222_SECTIONS_AND_AMENDING_ORDINANCES.txt"")",1228,41046,43625,",",10623,§,10066,;,9328,),3759,(,3750,part,3575,by,1818,1,1481,.,1001,2,872,7,730,amended,694,3,589,1975,574,1974,532,1973,521,repealed,494,1969,487,1970,480,Added,475
987,877,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_4-ORDINANCE_6222_CROSS_REFERENCE_TABLE.txt"")",144,781,1013,by,121,Repealed,120,97-0001,50,93-0019,36,),19,Article,15,(,11,71.5,10,",",8,2000,8,85-0102,8,3,7,.,6,-,5,of,5,the,5,Chapter,5,-0071,5,Ordinance,4,6,4
987,878,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_5-FLOOD_CONTROL_DISTRICT*.txt"")",202,5849,8650,",",537,1,394,§,381,;,307,A,223,.,152,(,138,),138,of,136,the,135,by,121,2,120,part,110,to,85,and,73,3,72,in,69,C,51,-,50,or,40
987,879,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-APPENDIX_6-COUNTY_FIRE_PROTECTION_DISTRICTS*.txt"")",78,1730,2611,of,95,",",92,the,89,(,71,.,70,),67,Fire,36,in,35,-,32,and,31,56,28,shall,25,to,24,1,23,on,23,hours,23,for,23,Los,23,Angeles,23,Section,22
987,880,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.02-INTRODUCTORY_PROVISIONS.txt"")",42,1100,1848,",",78,the,74,of,66,.,41,to,28,and,23,county,23,or,20,in,19,as,18,this,17,by,17,any,15,shall,14,a,13,provisions,12,1,12,such,12,be,11,Ord.,11
987,881,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.04-DEFINITIONS.txt"")",92,998,1570,.,91,of,55,"""",46,the,44,",",42,(,42,),42,a,34,-,31,2,25,Ord.,22,§,22,part,22,93-0019,21,1993,21,means,21,or,19,;,19,employee,18,hours,14
987,882,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.06-AUTHORITY_TO_FILL_POSITIONS.txt"")",20,438,740,the,24,of,23,.,19,",",17,and,15,positions,13,(,12,),12,to,12,in,11,department,10,such,10,or,9,2,8,A,6,each,6,this,6,for,6,position,6,an,6
987,883,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.08-STEP_PAY_PLAN.txt"")",1248,24259,39302,the,1374,",",1166,.,938,of,890,to,660,a,546,in,478,shall,416,be,343,and,329,or,298,is,288,),266,for,256,(,255,"""",248,-,245,Physician,233,position,225,step,212
987,884,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.09-SALARIED_EMPLOYMENT.txt"")",113,2043,3225,",",104,.,91,the,89,of,73,in,46,to,46,by,43,-,41,be,39,Day,34,and,33,for,33,a,32,leave,30,shall,29,Full,29,pay,28,or,27,Salaried,26,(,24
987,885,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.10-SPECIAL_CASE_RATES.txt"")",437,7949,13467,the,435,",",353,.,316,of,296,to,203,in,170,a,154,shall,128,and,125,be,116,for,110,this,94,or,93,-,91,by,88,is,79,compensation,78,;,71,rate,65,such,61
987,886,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.12-WORKING_HOURS,_WORKING_WEEK_AND_HOLIDAYS.txt"")",147,3149,4809,",",167,the,146,of,140,.,130,-,95,in,71,to,71,employee,64,be,57,or,55,a,54,(,54,),54,shall,53,for,48,leave,39,as,35,hours,34,and,34,hour,33
987,887,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.15-OVERTIME_FOR_FLSA_COVERED_AND_OTHER_NONSALARIED_EMPLOYEES.txt"")",132,2586,4118,the,154,.,115,",",112,of,94,in,63,-,55,be,53,to,49,time,48,FLSA,45,or,45,rate,44,by,42,shall,41,a,41,for,39,and,32,(,32,),32,overtime,31
987,888,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.16-HOLDING_MORE_THAN_ONE_POSITION.txt"")",17,385,612,the,25,time,20,-,19,of,17,.,15,position,14,",",13,in,13,full,11,a,9,person,8,one,7,employed,7,positions,7,hold,6,part,6,on,6,may,6,to,6,such,6
987,889,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.18-VACATIONS.txt"")",177,4570,7057,the,233,of,212,",",171,.,117,to,114,in,99,Vacation,76,employee,70,for,68,-,65,and,61,be,59,shall,54,a,53,or,52,on,47,vacation,47,years,47,than,42,service,39
987,890,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.20-LEAVE_OF_ABSENCE.txt"")",309,8261,12829,",",442,the,398,of,344,.,272,to,221,in,148,a,147,-,138,be,137,and,135,or,134,shall,127,leave,126,for,108,pay,96,employee,92,sick,92,is,78,1,76,by,73
987,891,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.21-LEAVE_DONATION_PROGRAM.txt"")",59,1561,2695,the,112,.,57,",",55,of,55,to,53,leave,46,and,36,be,34,in,32,for,24,or,23,will,23,County,23,employee,22,by,19,is,19,-,17,not,17,that,17,hours,16
987,892,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_1-General_Provisions-Chapter_6.24-SALARY_PAYMENT.txt"")",70,1518,2305,the,115,",",75,.,60,of,52,be,34,shall,30,in,28,or,27,on,26,rate,26,for,24,a,23,to,23,and,23,employee,21,by,18,month,17,-,16,day,16,Ord.,16
987,893,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_2-Standardized_Salary_Schedule_and_Table_of_Classes_of_Positions.txt"")",2425,52937,64374,NM,2260,N23,1458,",",1244,10/01/2014,1046,04/01/2015,1045,10/01/2013,1041,01/01/2009,995,the,663,Step,479,of,476,.,414,F,376,salary,327,step,266,K,247,this,230,),221,a,202,%,201,(,195
987,894,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.100-PROBATION_DEPARTMENT.txt"")",173,3069,5234,",",275,1,111,Ord.,106,;,103,PROBATION,73,§§,58,.,55,2,55,II,49,§,48,of,43,SENIOR,41,OFFICER,39,),34,the,33,DEPUTY,31,SECRETARY,31,III,29,I,29,(,29
987,895,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.104-PUBLIC_DEFENDER.txt"")",73,1433,2356,",",88,the,45,1,37,Ord.,34,of,34,;,32,.,26,to,25,II,20,in,19,be,19,shall,18,DEFENDER,17,§,17,PUBLIC,16,2,16,§§,16,this,15,SENIOR,14,III,13
987,896,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.106-PUBLIC_LIBRARY.txt"")",58,973,1621,",",92,1,57,Ord.,49,;,47,II,31,§§,29,I,23,ASSISTANT,20,§,20,LIBRARY,18,2,16,SENIOR,13,LIBRARIAN,12,3,11,INFORMATION,11,SYSTEMS,10,ANALYST,10,2009,10,.,9,),9
987,897,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.108-DEPARTMENT_OF_PUBLIC_SOCIAL_SERVICES.txt"")",80,1663,2791,",",105,1,53,Ord.,49,;,46,the,34,§§,32,of,31,II,28,.,26,I,23,SERVICES,22,2,20,ASSISTANT,18,§,17,CLERK,16,such,16,III,15,SENIOR,15,in,15,(,14
987,898,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.109-DEPARTMENT_OF_PUBLIC_WORKS.txt"")",211,5111,8756,",",256,1,147,the,119,of,109,.,104,2,79,in,67,Ord.,66,II,58,(,58,),58,;,58,to,58,a,52,and,50,shall,49,I,46,ENGINEERING,44,SENIOR,42,§,39
987,899,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.112-DEPARTMENT_OF_REGIONAL_PLANNING.txt"")",59,707,1126,",",69,Ord.,39,;,37,1,32,§,20,§§,19,.,16,(,13,),13,of,13,II,12,the,12,a,12,REGIONAL,11,PLANNING,10,SENIOR,8,2007,8,2,7,I,7,2010,7
987,900,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.120-SHERIFF.txt"")",410,7899,13270,",",577,1,206,Ord.,191,;,188,the,182,SHERIFF,168,.,132,of,132,§§,113,II,112,2,112,a,106,to,103,in,93,),83,ASSISTANT,79,(,78,§,78,shall,73,this,69
987,901,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.126-TREASURER_AND_TAX_COLLECTOR.txt"")",38,843,1376,",",59,Ord.,32,1,31,;,30,II,25,2,23,I,22,§§,18,CLERK,16,3,16,TAX,15,SENIOR,15,§,14,SYSTEMS,13,ASSISTANT,13,ANALYST,13,SERVICES,12,III,10,.,9,ADMINISTRATIVE,9
987,902,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.127-LOS_ANGELES_COUNTY_EMPLOYEES_RETIREMENT_ASSOCIATION.txt"")",325,7139,12425,the,428,",",387,.,282,of,276,LACERA,182,to,175,a,157,in,131,and,126,shall,105,be,96,"""",88,Salary,87,1,85,for,83,or,83,Tier,80,salary,76,retirement,72,by,66
987,903,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.33-ALTERNATE_PUBLIC_DEFENDER.txt"")",56,1093,1807,",",60,the,41,of,34,to,28,.,26,1,25,Ord.,20,this,20,be,19,;,18,§,15,shall,15,in,13,compensation,12,additional,11,PUBLIC,10,DEFENDER,10,II,10,and,10,upon,10
987,904,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.34-DEPARTMENT_OF_ANIMAL_CARE_AND_CONTROL.txt"")",45,546,869,",",56,Ord.,36,1,35,;,34,§,21,I,15,§§,15,ANIMAL,13,2,11,II,10,6,10,CONTROL,9,5,9,.,8,2009,8,CARE,7,),7,OFFICER,7,SENIOR,7,-,6
987,905,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.38-ASSESSOR.txt"")",43,840,1424,",",64,1,45,Ord.,36,;,34,II,21,I,20,3,20,§,20,4,19,CLERK,17,§§,16,2,15,ASSISTANT,15,SENIOR,14,),13,7,13,5,12,(,11,SYSTEMS,11,ASSESSOR,10
987,906,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.40-AUDITOR-CONTROLLER.txt"")",47,809,1409,",",68,Ord.,35,;,34,§,23,1,20,2,18,AUDITOR,17,II,17,3,16,the,15,ACCOUNTANT,14,SPECIALIST,13,.,12,I,12,§§,12,4,11,III,11,-CONT,11,SENIOR,11,CLERK,10
987,907,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.42-DEPARTMENT_OF_BEACHES_AND_HARBORS.txt"")",46,753,1189,",",75,1,48,Ord.,35,;,32,§§,23,2,17,II,16,&,13,SENIOR,13,3,12,§,12,MANAGER,11,BEACHES,10,.,10,I,10,(,10,),10,WORKER,10,HARBORS,8,MAINTENANCE,8
987,908,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.43-BOARD_OF_EDUCATION.txt"")",10,176,256,of,14,the,14,",",8,.,7,to,6,shall,5,Board,4,Education,4,be,4,for,4,any,4,in,4,each,3,(,3,),3,sum,3,$,3,at,3,meeting,3,board,3
987,909,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.44-DEPARTMENT_OF_THE_BOARD_OF_SUPERVISORS.txt"")",300,5610,9005,the,355,",",307,of,225,.,197,),116,(,111,to,111,in,86,Ord.,83,shall,80,1,75,;,71,and,71,a,69,2,65,"""",56,§,55,'s,54,be,51,for,48
987,910,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.50-DEPARTMENT_OF_THE_CHIEF_EXECUTIVE_OFFICER.txt"")",102,1647,2627,",",142,the,58,1,55,Ord.,52,;,46,.,41,of,35,§,33,CEO,32,),29,2,27,(,27,in,21,II,19,SENIOR,19,§§,19,to,18,3,15,2006,15,and,15
